date,open,close,high,low,volume
2020-06-02,3969.95,3983.57,3991.78,3958.98,144303060.0
2020-06-03,4001.17,3983.65,4018.68,3982.93,136597483.0
2020-06-04,3998.16,3982.19,3999.81,3968.57,104277737.0
2020-06-05,3988.22,4001.25,4001.25,3967.93,102443942.0
2020-06-08,4023.61,4021.95,4050.22,4016.1,137925813.0
2020-06-09,4027.56,4047.03,4052.16,4016.34,115304479.0
2020-06-10,4046.23,4039.71,4046.23,4024.42,112265728.0
2020-06-11,4031.74,3995.88,4043.01,3979.75,127308941.0
2020-06-12,3931.62,4003.08,4011.06,3927.25,134166649.0
2020-06-15,3982.97,3954.99,4007.14,3954.99,131297860.0
2020-06-16,3995.58,4014.57,4014.57,3987.86,111051539.0
2020-06-17,4018.61,4017.59,4018.61,3992.13,105605799.0
2020-06-18,4009.78,4044.38,4047.56,4000.9,138148761.0
2020-06-19,4047.05,4098.71,4109.36,4043.49,152946990.0
2020-06-22,4097.51,4102.05,4126.94,4088.78,155829465.0
2020-06-23,4098.04,4121.79,4124.73,4080.75,129229510.0
2020-06-24,4128.1,4138.99,4144.68,4123.36,121712465.0
2020-06-29,4127.93,4109.72,4137.37,4092.54,130865854.0
2020-06-30,4130.0,4163.96,4174.42,4129.78,125933521.0
2020-07-01,4172.64,4247.78,4247.78,4163.5,169990456.0
2020-07-02,4239.41,4335.84,4340.1,4238.12,252939368.0
2020-07-03,4353.19,4419.6,4419.6,4348.45,290485539.0
2020-07-06,4465.81,4670.09,4678.11,4465.81,405821025.0
2020-07-07,4739.61,4698.13,4796.32,4688.06,406008553.0
2020-07-08,4692.86,4774.0,4803.36,4670.65,348074847.0
2020-07-09,4770.08,4840.77,4854.12,4757.29,351046893.0
2020-07-10,4796.09,4753.13,4821.37,4734.47,316949651.0
2020-07-13,4742.37,4852.96,4878.08,4741.87,321645446.0
2020-07-14,4836.17,4806.69,4860.44,4729.93,297241985.0
2020-07-15,4821.52,4744.47,4837.48,4723.36,272389006.0
2020-07-16,4741.53,4516.25,4772.56,4513.65,284657133.0
2020-07-17,4524.77,4544.7,4601.37,4485.82,207375563.0
2020-07-20,4597.2,4680.3,4681.94,4534.23,246068914.0
2020-07-21,4697.5,4691.04,4714.29,4661.44,200415659.0
2020-07-22,4682.66,4714.45,4790.45,4675.35,224199211.0
2020-07-23,4668.74,4712.44,4731.4,4607.66,234314569.0
2020-07-24,4679.03,4505.59,4691.7,4479.39,243905203.0
2020-07-27,4535.01,4528.45,4558.12,4482.44,171420551.0
2020-07-28,4567.67,4568.26,4590.25,4537.68,162768498.0
2020-07-29,4559.16,4679.01,4680.56,4548.85,186695305.0
2020-07-30,4689.76,4656.15,4704.63,4649.77,166967566.0
2020-07-31,4652.18,4695.05,4741.81,4621.96,184839026.0
2020-08-03,4735.9,4771.31,4771.37,4720.03,214776239.0
2020-08-04,4778.49,4775.8,4807.08,4747.77,239974985.0
2020-08-05,4761.76,4777.11,4786.7,4711.27,196700548.0
2020-08-06,4779.24,4762.76,4791.86,4691.16,227854406.0
2020-08-07,4742.29,4707.93,4749.02,4637.84,213518216.0
2020-08-10,4681.76,4724.87,4757.66,4646.29,203788832.0
2020-08-11,4730.37,4681.78,4791.53,4674.86,205546511.0
2020-08-12,4668.89,4647.64,4681.62,4566.27,202887239.0
2020-08-13,4666.49,4635.71,4671.77,4626.1,152550092.0
2020-08-14,4627.61,4704.63,4708.07,4617.63,147292921.0
2020-08-17,4727.12,4815.23,4838.09,4721.36,268001556.0
2020-08-18,4816.57,4812.76,4825.39,4788.83,189139854.0
2020-08-19,4804.67,4740.68,4809.05,4738.01,192442948.0
2020-08-20,4708.13,4679.15,4721.44,4662.8,158368639.0
2020-08-21,4717.79,4718.84,4739.48,4684.81,142657864.0
2020-08-24,4746.4,4755.85,4769.47,4716.61,151143512.0
2020-08-25,4769.21,4761.95,4802.41,4746.31,141701351.0
2020-08-26,4761.72,4706.13,4786.42,4689.88,151305180.0
2020-08-27,4718.06,4731.35,4731.94,4679.36,119042850.0
2020-08-28,4727.29,4844.27,4850.49,4719.35,159399765.0
2020-08-31,4870.93,4816.22,4901.21,4816.21,202567029.0
2020-09-01,4803.39,4842.12,4842.14,4791.78,138395402.0
2020-09-02,4859.08,4843.89,4863.55,4797.52,157989524.0
2020-09-03,4841.5,4817.1,4877.01,4800.06,145671201.0
2020-09-04,4737.24,4770.22,4778.2,4726.56,120032796.0
2020-09-07,4759.52,4669.37,4789.3,4655.56,148607791.0
2020-09-08,4683.83,4694.39,4707.9,4639.05,139199227.0
2020-09-09,4634.25,4584.59,4645.2,4558.03,162277107.0
2020-09-10,4632.1,4581.98,4647.75,4572.21,150652878.0
2020-09-11,4572.26,4627.28,4630.88,4563.11,115302424.0
2020-09-14,4652.05,4651.05,4666.99,4625.99,107235179.0
2020-09-15,4649.45,4688.48,4691.5,4630.54,101915925.0
2020-09-16,4683.01,4657.36,4690.68,4638.46,108753641.0
2020-09-17,4642.05,4632.71,4664.95,4601.64,105983631.0
2020-09-18,4636.64,4737.09,4737.8,4631.7,160426475.0
2020-09-21,4750.75,4691.43,4752.98,4688.72,124535827.0
2020-09-22,4654.22,4635.76,4706.21,4622.11,119672947.0
2020-09-23,4639.66,4652.33,4665.96,4623.55,95826528.0
2020-09-24,4623.95,4563.07,4631.95,4562.21,112593683.0
2020-09-25,4582.48,4570.02,4599.54,4554.72,93015155.0
2020-09-28,4582.65,4581.91,4613.63,4571.15,85048389.0
2020-09-29,4608.29,4591.8,4616.68,4586.35,85993858.0
2020-09-30,4607.58,4587.4,4634.72,4563.41,89081200.0
2020-10-09,4663.61,4681.14,4695.4,4655.09,111337512.0
2020-10-12,4705.19,4823.16,4823.27,4704.16,155784558.0
2020-10-13,4812.9,4839.2,4845.92,4795.37,116516338.0
2020-10-14,4830.46,4807.1,4830.46,4795.91,111906923.0
2020-10-15,4810.78,4798.74,4833.89,4796.26,109964962.0
2020-10-16,4798.92,4791.68,4825.55,4765.97,116716102.0
2020-10-19,4823.49,4755.49,4849.61,4747.34,129246361.0
2020-10-20,4751.37,4793.47,4793.47,4739.46,98048156.0
2020-10-21,4801.63,4792.83,4801.63,4758.86,103805703.0
2020-10-22,4780.6,4777.98,4791.81,4725.5,101350891.0
2020-10-23,4775.47,4718.49,4802.46,4717.1,106825184.0
2020-10-26,4684.05,4691.24,4713.39,4639.3,108343275.0
2020-10-27,4680.14,4699.28,4708.46,4671.85,92656304.0
2020-10-28,4703.0,4737.27,4753.31,4685.6,108463402.0
2020-10-29,4683.61,4772.92,4803.03,4679.25,117117250.0
2020-10-30,4776.47,4695.33,4778.51,4683.47,139802303.0
2020-11-02,4702.75,4720.83,4738.02,4695.44,142867693.0
2020-11-03,4743.17,4777.56,4793.4,4734.17,136055408.0
2020-11-04,4781.45,4813.66,4825.46,4770.56,114661806.0
2020-11-05,4861.34,4885.11,4885.11,4838.0,139244594.0
2020-11-06,4897.63,4885.72,4897.63,4845.43,153639034.0
2020-11-09,4918.86,4981.35,4997.8,4918.86,197131984.0
2020-11-10,4995.41,4953.88,4995.41,4928.93,176267214.0
2020-11-11,4937.76,4904.9,4957.58,4901.71,164470515.0
2020-11-12,4916.77,4908.46,4926.34,4891.51,118114619.0
2020-11-13,4886.98,4856.85,4886.98,4825.76,133693079.0
2020-11-16,4880.96,4904.17,4904.17,4848.62,148770980.0
2020-11-17,4903.12,4894.79,4909.29,4865.39,151487464.0
2020-11-18,4889.67,4891.67,4911.09,4870.72,164216616.0
2020-11-19,4880.92,4927.99,4939.79,4870.2,133681378.0
2020-11-20,4928.22,4943.29,4947.43,4922.59,129400341.0
2020-11-23,4954.6,5005.03,5029.65,4940.45,205915187.0
2020-11-24,4997.05,4974.29,5001.06,4960.98,156637911.0
2020-11-25,4992.75,4910.7,5004.77,4910.7,170340527.0
2020-11-26,4908.32,4919.59,4925.29,4867.82,137202338.0
2020-11-27,4930.59,4980.77,4980.77,4917.35,162952922.0
2020-11-30,4994.11,4960.25,5055.19,4960.25,262638950.0
2020-12-01,4963.13,5067.1,5072.55,4963.13,204065638.0
2020-12-02,5072.98,5067.14,5090.61,5043.31,195435476.0
2020-12-03,5065.45,5057.06,5072.3,5033.79,177865748.0
2020-12-04,5049.52,5065.92,5072.39,5017.85,144347167.0
2020-12-07,5065.73,5022.24,5067.87,5014.61,139896217.0
2020-12-08,5029.11,5009.88,5043.06,4998.92,123073029.0
2020-12-09,5022.38,4942.7,5033.64,4942.52,138916965.0
2020-12-10,4931.29,4940.52,4962.74,4919.77,125914270.0
2020-12-11,4957.82,4889.63,4957.82,4849.35,159357697.0
2020-12-14,4903.63,4934.84,4937.26,4887.66,120801552.0
2020-12-15,4931.6,4945.1,4954.19,4904.79,118342633.0
2020-12-16,4957.3,4953.87,4968.86,4938.19,106778968.0
2020-12-17,4960.73,5017.48,5021.62,4950.37,133385479.0
2020-12-18,5014.32,4999.97,5027.44,4979.01,128049618.0
2020-12-21,4995.76,5046.84,5048.51,4970.0,140811782.0
2020-12-22,5034.98,4964.77,5055.13,4960.95,162344970.0
2020-12-23,4977.3,5007.12,5028.45,4968.15,140292819.0
2020-12-24,5006.01,5000.02,5033.04,4979.24,114418667.0
2020-12-25,4985.77,5042.01,5042.1,4973.68,121006979.0
2020-12-28,5042.94,5064.41,5089.34,5037.86,136914407.0
2020-12-29,5071.45,5042.94,5077.42,5034.31,141198662.0
2020-12-30,5037.98,5113.71,5113.71,5036.63,148626448.0
2020-12-31,5122.48,5211.29,5215.62,5122.48,171602509.0
2021-01-04,5212.93,5267.72,5284.43,5190.94,211711382.0
2021-01-05,5245.84,5368.5,5368.5,5234.38,224931159.0
2021-01-06,5386.51,5417.67,5433.47,5341.43,193773444.0
2021-01-07,5428.39,5513.66,5513.66,5413.35,219872080.0
2021-01-08,5526.29,5495.43,5547.47,5442.69,204324956.0
2021-01-11,5504.24,5441.16,5555.69,5412.5,231835983.0
2021-01-12,5419.5,5596.35,5596.35,5417.63,224220186.0
2021-01-13,5609.26,5577.97,5644.72,5535.14,261569886.0
2021-01-14,5556.21,5470.46,5568.02,5458.68,243683380.0
2021-01-15,5471.39,5458.08,5500.63,5390.27,238637435.0
2021-01-18,5438.16,5518.52,5541.46,5410.78,207051869.0
2021-01-19,5525.97,5437.52,5532.48,5415.72,211043425.0
2021-01-20,5439.91,5476.43,5496.05,5426.54,170913260.0
2021-01-21,5492.96,5564.97,5593.11,5490.56,209950197.0
2021-01-22,5562.38,5569.78,5573.66,5513.88,199300020.0
2021-01-25,5564.12,5625.92,5655.48,5543.27,197047019.0
2021-01-26,5600.9,5512.97,5600.9,5506.0,171904590.0
2021-01-27,5505.77,5528.0,5534.99,5449.64,160190841.0
2021-01-28,5450.37,5377.14,5462.24,5360.38,170485585.0
2021-01-29,5413.97,5351.96,5430.2,5288.1,182178784.0
2021-02-01,5356.85,5417.65,5422.3,5342.05,166313706.0
2021-02-02,5429.7,5501.09,5503.21,5411.52,165210565.0
2021-02-03,5499.3,5485.2,5532.89,5473.12,188054317.0
2021-02-04,5453.98,5473.95,5510.05,5411.57,180575654.0
2021-02-05,5494.7,5483.41,5550.77,5477.65,189699598.0
2021-02-08,5506.14,5564.56,5576.49,5479.85,164033775.0
2021-02-09,5584.17,5686.25,5686.25,5555.05,164887260.0
2021-02-10,5709.68,5807.72,5823.42,5707.33,170169786.0
2021-02-18,5922.07,5768.38,5930.91,5747.66,218848686.0
2021-02-19,5734.02,5778.84,5787.89,5667.32,214475780.0
2021-02-22,5785.51,5597.33,5785.51,5597.33,282124382.0
2021-02-23,5542.68,5579.67,5644.76,5541.11,233807727.0
2021-02-24,5591.48,5437.57,5598.83,5379.73,225428610.0
2021-02-25,5494.47,5469.56,5527.63,5444.16,230736028.0
2021-02-26,5343.9,5336.76,5416.32,5318.86,212264543.0
2021-03-01,5389.25,5418.78,5421.56,5345.94,177463523.0
2021-03-02,5453.28,5349.63,5454.97,5305.05,196511115.0
2021-03-03,5327.35,5452.21,5452.4,5316.48,194709054.0
2021-03-04,5388.48,5280.71,5392.37,5254.78,212775211.0
2021-03-05,5191.97,5262.8,5307.82,5174.25,202627956.0
2021-03-08,5299.79,5080.02,5326.26,5079.8,230231635.0
2021-03-09,5066.15,4971.0,5094.31,4917.91,230711004.0
2021-03-10,5047.06,5003.61,5055.28,4981.62,169928490.0
2021-03-11,5024.56,5128.22,5138.41,5020.58,189600766.0
2021-03-12,5153.67,5146.38,5153.67,5086.82,201020589.0
2021-03-15,5116.12,5035.54,5120.88,4992.4,204153084.0
2021-03-16,5054.41,5079.36,5084.31,5009.95,161390054.0
2021-03-17,5062.77,5100.86,5123.55,5020.13,149162376.0
2021-03-18,5114.59,5141.77,5160.46,5111.13,142901518.0
2021-03-19,5068.53,5007.09,5089.92,4980.76,164174849.0
2021-03-22,5008.4,5057.15,5071.34,4996.54,167402632.0
2021-03-23,5057.06,5009.25,5064.02,4966.53,158013967.0
2021-03-24,4985.4,4928.69,5024.33,4919.89,159385982.0
2021-03-25,4904.07,4926.35,4950.76,4883.66,132945189.0
2021-03-26,4953.95,5037.99,5050.83,4953.95,145926697.0
2021-03-29,5052.26,5046.88,5086.65,5010.39,143388215.0
2021-03-30,5043.1,5094.73,5106.04,5032.8,138618560.0
2021-03-31,5085.95,5048.36,5085.95,5015.61,141335743.0
2021-04-01,5059.94,5110.78,5115.43,5056.87,120324890.0
2021-04-02,5129.85,5161.56,5169.83,5116.35,127002254.0
2021-04-06,5178.64,5140.34,5181.15,5125.33,109834210.0
2021-04-07,5141.66,5103.74,5141.66,5065.19,145763748.0
2021-04-08,5078.26,5112.21,5129.13,5062.07,141771047.0
2021-04-09,5100.04,5035.34,5100.04,5022.09,128416509.0
2021-04-12,5026.98,4947.75,5045.6,4933.01,152644314.0
2021-04-13,4949.81,4939.64,4994.54,4924.2,132919358.0
2021-04-14,4945.69,4980.63,4987.12,4940.27,120860838.0
2021-04-15,4969.91,4948.97,4969.91,4900.3,108829384.0
2021-04-16,4966.9,4966.18,4979.17,4917.96,111239924.0
2021-04-19,4966.41,5087.02,5088.21,4940.75,154769824.0
2021-04-20,5065.78,5083.37,5119.86,5058.92,136541700.0
2021-04-21,5055.24,5098.74,5110.56,5047.99,124637277.0
2021-04-22,5114.28,5089.24,5119.22,5067.14,121167645.0
2021-04-23,5088.83,5135.45,5149.98,5086.49,122056991.0
2021-04-26,5156.59,5077.24,5181.11,5072.96,151381967.0
2021-04-27,5076.64,5090.52,5095.98,5042.61,123961837.0
2021-04-28,5073.97,5119.24,5119.45,5059.26,120620318.0
2021-04-29,5128.28,5164.17,5170.59,5113.65,140092480.0
2021-04-30,5156.36,5123.49,5163.25,5094.93,160121621.0
2021-05-06,5098.8,5061.12,5132.9,5037.41,158822630.0
2021-05-07,5073.46,4996.05,5093.75,4996.04,172258321.0
2021-05-10,5001.44,4992.42,5019.39,4953.7,170820585.0
2021-05-11,4956.08,5023.06,5033.49,4925.92,151526497.0
2021-05-12,5003.82,5044.55,5051.17,4995.4,126619086.0
2021-05-13,4992.35,4992.97,5022.08,4975.45,132279406.0
2021-05-14,5007.63,5110.59,5112.98,4981.29,159426180.0
2021-05-17,5115.31,5184.99,5206.69,5115.31,153889634.0
2021-05-18,5190.93,5187.6,5201.67,5156.79,118404261.0
2021-05-19,5173.17,5172.27,5193.56,5151.64,118729983.0
2021-05-20,5167.05,5186.41,5201.59,5152.04,138454775.0
2021-05-21,5199.13,5134.15,5216.16,5123.12,124768485.0
2021-05-24,5138.81,5155.59,5155.59,5092.39,126742336.0
2021-05-25,5165.04,5318.48,5324.36,5161.52,182996839.0
2021-05-26,5326.12,5320.59,5344.28,5308.74,169607096.0
2021-05-27,5311.37,5338.23,5378.48,5286.05,148462855.0
2021-05-28,5338.73,5321.09,5360.28,5288.65,164605806.0
2021-05-31,5318.08,5331.57,5331.63,5281.69,144603269.0
2021-06-01,5320.47,5341.68,5343.75,5269.26,143831474.0
2021-06-02,5348.34,5289.97,5352.64,5266.79,137754319.0
2021-06-03,5285.71,5255.29,5314.37,5255.07,141968878.0
2021-06-04,5228.28,5282.28,5334.49,5221.23,144732087.0
2021-06-07,5284.89,5277.63,5286.84,5242.95,127704971.0
2021-06-08,5276.97,5232.12,5319.04,5201.14,130559532.0
2021-06-09,5224.95,5236.45,5253.36,5215.35,121820321.0
2021-06-10,5236.47,5271.47,5299.53,5229.52,138991967.0
2021-06-11,5275.75,5224.7,5276.1,5213.6,180807173.0
2021-06-15,5218.56,5166.56,5225.5,5137.41,142880058.0
2021-06-16,5163.25,5080.49,5164.52,5076.02,125147985.0
2021-06-17,5074.38,5101.89,5123.37,5073.82,120452518.0
2021-06-18,5104.93,5102.47,5128.03,5064.92,148585805.0
2021-06-21,5088.09,5090.39,5123.78,5058.57,132184516.0
2021-06-22,5106.07,5122.16,5125.82,5086.28,130416753.0
2021-06-23,5127.19,5147.39,5171.03,5109.76,136356058.0
2021-06-24,5156.56,5155.97,5160.43,5120.58,126685625.0
2021-06-25,5159.8,5239.97,5251.61,5157.48,154931061.0
2021-06-28,5253.61,5251.76,5260.64,5226.22,133193783.0
2021-06-29,5248.52,5190.54,5248.52,5182.68,125162997.0
2021-06-30,5189.38,5224.04,5231.43,5186.63,103752671.0
2021-07-01,5241.2,5229.66,5252.26,5190.88,127240620.0
2021-07-02,5186.66,5081.12,5186.66,5074.36,130426424.0
2021-07-05,5073.78,5085.79,5098.23,5048.0,131211589.0
2021-07-06,5089.78,5083.1,5092.21,5028.51,140655220.0
2021-07-07,5052.42,5140.49,5152.77,5045.41,148549060.0
2021-07-08,5149.31,5088.26,5151.22,5078.93,173901008.0
2021-07-09,5063.15,5069.44,5081.41,5006.41,160653226.0
2021-07-12,5108.38,5132.71,5159.41,5070.32,206212039.0
2021-07-13,5128.61,5142.1,5154.05,5114.94,166482209.0
2021-07-14,5130.75,5083.08,5130.75,5075.13,188352720.0
2021-07-15,5073.26,5151.46,5153.81,5067.68,181077103.0
2021-07-16,5140.9,5094.77,5140.9,5090.63,169955982.0
2021-07-19,5083.73,5113.49,5120.82,5047.62,153199589.0
2021-07-20,5080.22,5108.99,5114.0,5067.86,129300044.0
2021-07-21,5122.78,5144.04,5160.54,5122.3,167976469.0
2021-07-22,5150.39,5151.75,5171.21,5137.88,185556864.0
2021-07-23,5145.43,5089.23,5145.43,5080.0,216536847.0
2021-07-26,5067.31,4925.3,5067.31,4859.6,228111710.0
2021-07-27,4924.28,4751.31,4940.86,4749.03,236631225.0
2021-07-28,4714.29,4760.48,4785.66,4663.9,192634393.0
2021-07-29,4845.76,4850.27,4857.97,4800.01,173322054.0
2021-07-30,4825.7,4811.17,4825.7,4761.04,182349776.0
2021-08-02,4794.82,4933.74,4938.82,4761.46,227194918.0
2021-08-03,4909.23,4934.46,4957.03,4890.85,203533360.0
2021-08-04,4927.74,4978.85,4979.29,4919.66,175466461.0
2021-08-05,4946.17,4948.67,4997.14,4921.94,167381829.0
2021-08-06,4943.04,4921.56,4944.35,4891.8,154179688.0
2021-08-09,4890.26,4985.56,5002.89,4884.04,182436871.0
2021-08-10,4977.82,5043.15,5043.76,4941.24,167051902.0
2021-08-11,5037.08,5015.34,5059.79,5009.98,182266074.0
2021-08-12,4998.07,4973.35,5016.26,4962.99,168223733.0
2021-08-13,4958.76,4945.98,4993.74,4921.28,158314321.0
2021-08-16,4935.92,4941.07,4973.38,4931.37,161953373.0
2021-08-17,4935.0,4837.4,4967.56,4823.39,187573472.0
2021-08-18,4838.47,4894.24,4909.54,4818.9,197474378.0
2021-08-19,4886.56,4862.14,4893.47,4839.57,201711719.0
2021-08-20,4817.49,4769.27,4835.15,4720.83,177635810.0
2021-08-23,4777.73,4835.88,4843.82,4764.01,167579093.0
2021-08-24,4844.59,4888.39,4906.2,4842.75,197883163.0
2021-08-25,4890.52,4898.16,4899.77,4865.76,189448016.0
2021-08-26,4892.2,4801.61,4892.2,4798.7,197617387.0
2021-08-27,4794.97,4827.04,4863.47,4793.59,183310211.0
2021-08-30,4847.03,4813.27,4849.16,4787.2,219635757.0
2021-08-31,4803.09,4805.61,4821.76,4740.75,235118658.0
2021-09-01,4804.69,4869.46,4906.4,4763.3,326721080.0
2021-09-02,4865.82,4869.41,4892.7,4845.62,267858013.0
2021-09-03,4875.07,4843.06,4886.55,4828.7,268091896.0
2021-09-06,4841.06,4933.73,4944.45,4837.79,240507245.0
2021-09-07,4932.98,4992.83,5005.96,4915.61,244178519.0
2021-09-08,4986.8,4972.13,5013.98,4955.89,264615315.0
2021-09-09,4952.49,4970.01,4970.15,4929.95,256530217.0
2021-09-10,4967.98,5013.52,5042.8,4962.37,288304352.0
2021-09-13,5006.77,4991.66,5029.72,4964.96,249915298.0
2021-09-14,4989.83,4917.16,5000.98,4907.32,245590402.0
2021-09-15,4903.85,4867.32,4903.85,4843.12,187984730.0
2021-09-16,4866.79,4807.7,4879.53,4806.14,216752099.0
2021-09-17,4797.11,4855.94,4857.96,4786.09,201958127.0
2021-09-22,4770.73,4821.77,4830.85,4765.23,191220376.0
2021-09-23,4848.22,4853.2,4877.34,4837.56,228151064.0
2021-09-24,4845.64,4849.43,4897.06,4838.54,207693290.0
2021-09-27,4870.85,4877.37,4922.56,4852.2,215967030.0
2021-09-28,4869.08,4883.83,4901.31,4846.63,176890880.0
